epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,7178.26,0.59459,0.53229,1.06183,0.69285,0.60596,0.68253,0.47805,1.22683,2.47847,1.57645,0.00138883,0.00138883,0.00138883
155,7223.75,0.5917,0.52388,1.06148,0.69441,0.60535,0.68259,0.47788,1.22719,2.48004,1.57671,0.00133695,0.00133695,0.00133695
156,7269.38,0.58821,0.52042,1.05729,0.69224,0.60663,0.68242,0.4778,1.2277,2.48149,1.57737,0.00128599,0.00128599,0.00128599
157,7315.68,0.58828,0.51903,1.05777,0.69197,0.60601,0.68244,0.47784,1.22783,2.48306,1.5777,0.00123596,0.00123596,0.00123596
158,7361.59,0.58417,0.51199,1.05547,0.68981,0.60727,0.6824,0.47792,1.2286,2.48524,1.57829,0.00118687,0.00118687,0.00118687
159,7407.46,0.58497,0.51149,1.05495,0.68512,0.60988,0.68227,0.47778,1.22905,2.48721,1.57885,0.00113873,0.00113873,0.00113873
160,7452.67,0.58302,0.51342,1.05578,0.68785,0.60893,0.68237,0.47777,1.22967,2.48899,1.57933,0.00109156,0.00109156,0.00109156
161,7500.44,0.57968,0.50771,1.05209,0.68485,0.61128,0.68256,0.47815,1.23029,2.49124,1.57983,0.00104537,0.00104537,0.00104537
162,7546.72,0.57812,0.50267,1.04947,0.68722,0.6101,0.68237,0.47768,1.2308,2.49268,1.58033,0.00100016,0.00100016,0.00100016
163,7592.98,0.57383,0.49906,1.04937,0.68485,0.61204,0.6821,0.47784,1.23123,2.49486,1.58081,0.000955951,0.000955951,0.000955951
164,7638.96,0.57283,0.50068,1.04787,0.68422,0.61273,0.68194,0.47775,1.23166,2.4975,1.58113,0.000912754,0.000912754,0.000912754
165,7684.49,0.57396,0.49779,1.04571,0.6841,0.61266,0.68185,0.47781,1.23191,2.49875,1.58139,0.000870577,0.000870577,0.000870577
166,7730.2,0.57309,0.49427,1.0448,0.68733,0.61143,0.68207,0.47792,1.23221,2.49974,1.58153,0.000829431,0.000829431,0.000829431
167,7775.91,0.56826,0.48919,1.04411,0.6885,0.61066,0.68215,0.47788,1.23271,2.50053,1.58204,0.000789327,0.000789327,0.000789327
168,7822.17,0.56567,0.48525,1.03963,0.68673,0.61151,0.68226,0.47785,1.23309,2.50211,1.58242,0.000750274,0.000750274,0.000750274
